Issue_ID,Application_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution,Detected_By
DQ01140,APX1045392,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01141,APX1045645,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01142,APX1046502,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01143,APX1046884,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01144,APX1047437,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01145,APX1047458,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01146,APX1047548,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01147,APX1048124,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01148,APX1048594,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01149,APX1048716,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01150,APX1048826,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01151,APX1049344,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01152,APX1049309,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01153,APX1050136,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01154,APX1050943,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01155,APX1051251,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01156,APX1051606,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01157,APX1051828,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01158,APX1052335,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01159,APX1052914,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01160,APX1053179,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01161,APX1053654,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01162,APX1054188,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01163,APX1054613,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01164,APX1055119,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01165,APX1055189,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01166,APX1055492,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01167,APX1055518,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01168,APX1056144,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01169,APX1056502,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01170,APX1056458,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01171,APX1056796,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01172,APX1056889,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01173,APX1057397,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01174,APX1057407,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01175,APX1057526,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01176,APX1057546,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01177,APX1058148,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01178,APX1058576,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01179,APX1058740,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01180,APX1058785,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01181,APX1059014,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01182,APX1059248,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01183,APX1059311,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01184,APX1059326,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01185,APX1059340,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01186,APX1059276,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01187,APX1059358,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01188,APX1059545,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01189,APX1060023,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01190,APX1060337,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01191,APX1060379,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01192,APX1060448,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01193,APX1061119,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01194,APX1062276,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01195,APX1062314,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01196,APX1062517,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01197,APX1062943,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01198,APX1063607,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01199,APX1063969,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01200,APX1064435,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01201,APX1065316,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01202,APX1065965,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01203,APX1066351,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01204,APX1066844,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01205,APX1067232,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01206,APX1067278,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01207,APX1067324,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01208,APX1067712,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01209,APX1068038,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01210,APX1067958,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01211,APX1067936,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01212,APX1068476,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01213,APX1069161,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01214,APX1069401,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01215,APX1069453,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01216,APX1069877,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01217,APX1070401,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01218,APX1070422,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01219,APX1071578,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01220,APX1071845,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01221,APX1072742,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01222,APX1073264,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01223,APX1073314,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01224,APX1073447,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01225,APX1073834,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01226,APX1074175,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01227,APX1074381,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01228,APX1074460,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01229,APX1074637,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01230,APX1075257,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01231,APX1075273,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01232,APX1075644,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01233,APX1075838,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01234,APX1075956,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01235,APX1076787,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01236,APX1076906,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01237,APX1077321,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01238,APX1077455,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01239,APX1077902,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01240,APX1078033,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01241,APX1078318,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01242,APX1078925,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01243,APX1079058,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01244,APX1079540,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01245,APX1081218,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01246,APX1081209,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01247,APX1081438,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01248,APX1082997,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01249,APX1083027,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01250,APX1083328,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01251,APX1083704,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01252,APX1084367,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01253,APX1084263,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01254,APX1084264,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01255,APX1084473,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01256,APX1084822,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01257,APX1084945,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01258,APX1084807,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01259,APX1085400,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01260,APX1085572,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01261,APX1085745,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01262,APX1086506,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01263,APX1086996,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01264,APX1087775,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01265,APX1088370,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01266,APX1088811,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01267,APX1089153,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01268,APX1089426,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01269,APX1089480,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01270,APX1089653,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01271,APX1089689,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01272,APX1089867,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01273,APX1090295,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01274,APX1090953,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01275,APX1091122,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01276,APX1091384,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01277,APX1091730,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01278,APX1091729,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01279,APX1092952,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01280,APX1093909,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01281,APX1094082,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01282,APX1094321,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01283,APX1094511,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01284,APX1094737,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01285,APX1094906,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01286,APX1095551,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01287,APX1096431,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01288,APX1097726,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01289,APX1098301,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01290,APX1098356,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01291,APX1098479,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01292,APX1098540,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01293,APX1098791,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01294,APX1098685,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01295,APX1098828,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01296,APX1099472,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01297,APX1099750,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01298,APX1099826,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01299,APX1099856,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01300,APX1099985,Missing_Analyst_ID,Medium,,UNKNOWN-ANALYST,Correct: impute placeholder 'UNKNOWN-ANALYST',missing[Analyst_ID]
DQ01301,APX1000036,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
